,All industries,Private industries,Agriculture,Mining,Utilities,Construction,Staples,Consumer Cyclicals,Wholesale trade,Retail trade,Transportation,Tech,Real estate,Finance,business services,health care,Arts and food services,Other services,Government
1998,,,,,,,,,,,,,,,,,,,
1999,0.0626566772781576,0.06438607635139437,-0.07183527807851153,0.03489937815208344,0.09884839783730937,0.09955501724637306,0.028397389480811386,0.058917359462111296,0.03597080188386381,0.04101054055433617,0.03584681264442113,0.11590778363205478,0.08382143909745832,0.05821596244131455,0.09098587635216226,0.06201584378379965,0.09922910463748047,0.0486266342891144,0.05122893196532585
2000,0.06455256507262264,0.06576561038824624,0.06179933038125074,0.30798528559431304,0.0014288494148388953,0.10474377394636014,0.05705533393532747,0.018476931520055695,0.06611325432824278,0.05038444919110918,0.06135487563527042,-0.028263509598830505,0.059920329970577724,0.10070318321129723,0.10821633438966671,0.06344837288534744,0.09175436515333812,0.07249249502543842,0.05643474782189317
2001,0.0321365439542769,0.029069066849435332,0.015501668158515836,0.12066268165417204,0.0067176691353638684,0.054501984432339556,-0.09882935079034505,0.02406585130690475,-0.01424937040653751,0.03499323125758558,0.000743919513755964,0.06596025028697272,0.0757709229641308,0.08081232210267064,0.04561344133262257,0.07830139436702743,0.01083458374295021,-0.050622910969310264,0.05284027134785818
2002,0.03350991918026969,0.02972427455033455,-0.04213910813734523,-0.0928552984087021,-0.02048176824829595,0.014543099992805564,-0.0006575552862405631,-0.007510227024326244,-0.0009857401686674816,0.03261488501632148,-0.007729064007427122,0.09593420198811264,0.057003859628467435,0.016596874871591893,0.02975486271879535,0.07619066669333696,0.05835005425769335,0.07275185070827717,0.05848446516489658
2003,0.04771470878307693,0.04691165311423995,0.19161551412228506,0.2364677940169191,0.036094314765395374,0.06418672501823486,0.03644028519214926,0.039916620781876855,0.04616021932750214,0.050472815820220784,0.05158058996915038,0.025934374897835344,0.03503750014280338,0.036606845395574794,0.0483907296345103,0.06910523772350463,0.04498134341893034,-0.003780340125309367,0.05286628653437764
2004,0.06593365162521381,0.06829869757404139,0.25442068221108705,0.19796402877697838,0.0825250368148498,0.11309687000228474,0.04857557597333617,0.0634682908159021,0.0867721568321771,0.03372877171554434,0.09525142793145935,0.09825780147682339,0.04630797896521721,0.03080162444657386,0.07503483150210744,0.0748018080667594,0.06720693868483418,0.04742475811964009,0.05084307934125465
2005,0.06737556831533031,0.07029651614997978,-0.10212319423554517,0.3552790405784394,-0.005386113565175488,0.11489575689779907,0.05709512871759692,0.047889191253768004,0.08296968914518521,0.056888914586811,0.06749379370679032,0.035422808903819325,0.07630971163564704,0.11613882371011952,0.07857438471031708,0.04653314483700144,0.043515406466162254,0.04514629404126769,0.04842849532665028
2006,0.05967581976854919,0.06147115637853573,-0.025064863222358125,0.21112031797657704,0.14487011905542957,0.06944751279502182,0.04976071254255077,0.0716657480838725,0.07487128269591725,0.034625434245094455,0.09195261611818295,0.015034140904010007,0.047329564806170676,0.06212045742807115,0.06929866164825094,0.06693416013131492,0.06296053096388898,0.04617330599712255,0.04778540944680687
2007,0.04612877570403917,0.04509668196949512,0.15129864940461912,0.14869275067502796,0.022301276625758204,0.02617191926929796,0.026098903834091747,0.03127177192773556,0.05712328074994488,-0.0008310908440917197,0.008582247759404638,0.08426751738893712,0.06316253073581124,-0.0035225567399477242,0.0776340971396059,0.050685209329277114,0.04294313021345464,0.016729991231983155,0.05305087006284048
2008,0.018058921135410966,0.013246775076455775,0.022087712235009827,0.24911215652799856,0.0421677655266981,-0.0928917823596761,-0.029979895674853263,-0.015971827283659312,0.030882683804543287,-0.023633887011083488,0.031164231319339653,0.05095786470364394,0.03948401379088007,-0.15263805990787438,0.06623339845156218,0.08905244077754859,0.017276346569097933,-0.0006505629639043109,0.05010110944832813
2009,-0.01793759126803829,-0.025712898126081574,-0.11732905924859416,-0.2966379804934022,0.06849796843838707,-0.12827044795716924,-0.11879755052884489,0.025036261824100903,-0.05669786581539016,-0.024803369959053856,-0.051960740669582894,-0.028317771726914298,0.006122274005633255,0.10690662904467008,-0.049734849507963474,0.06978135827112242,-0.017393835875154973,-0.011302941853282733,0.03201692766682407
2010,0.03758893736921176,0.03871441839166456,0.12565400714021924,0.1087474305850109,0.07975495757838602,-0.07163655071095576,0.094627344456792,0.014017718513106292,0.06560334699944859,0.028857272315360172,0.07021298680757049,0.04343682558503548,0.020144003720026005,0.03828765451001659,0.04625752048889109,0.03405462594270747,0.042217892630714404,0.004462002541840926,0.030762527914924398
2011,0.03672145747626798,0.04047092503008942,0.23681638288710105,0.16504489304795356,0.03092129093341267,-0.0013234918857569777,0.052747831641647425,0.023645167566165304,0.05175131200746996,0.023985681872630726,0.0425091678290026,0.008680703058623562,0.041212113086966484,0.022348255751968082,0.050838334740745506,0.0336136761944581,0.04520011874881935,0.015543062025903165,0.013803366660910754
2012,0.042105294988953545,0.047144683682542654,-0.007582414545856508,0.006968553106099895,-0.027162134426126805,0.055275145824712935,0.04582491947320211,0.01521748056899841,0.06679380943773028,0.04184156562667729,0.045456357820682136,-0.0011410612264236564,0.03906190418178346,0.13329181456509587,0.05816846281411925,0.03886505850316646,0.0696209613421539,0.04473565702963156,0.010494786999528882
2013,0.0362933719791565,0.038099467576856005,0.20063149805371627,0.07726074281350503,0.02391909916288526,0.06167840280149406,0.03791238858785495,0.02842215714870111,0.04282736403259424,0.04517318626398725,0.04054114182195723,0.09220082429455356,0.03798425190845878,-0.015368870962887193,0.026788886411782675,0.028299714928049946,0.04822639335265655,0.0238253288159751,0.02455164161521539
2014,0.044230776907105085,0.046907219643020914,-0.0677084058051679,0.0772432920503261,0.040986240134106344,0.08398561491473955,0.02915615134083449,0.029439030227846663,0.04625471243679491,0.02639630691841921,0.06259430379617958,0.016276443792464512,0.0402033008610303,0.12026806785369293,0.05014353421844864,0.030910204036506572,0.06145453819663538,0.056994178768503545,0.02660419758934207
2015,0.039796413106944595,0.04116757797595416,-0.1012323199156232,-0.3758919243470429,0.0038178182745340905,0.09216374966831475,0.04400701177682231,0.028813281812823277,0.04990557584947264,0.05154369413235127,0.08165162051897235,0.06597303008000766,0.0514347714964114,0.06935732980517417,0.05497150501571202,0.053573068351291164,0.06991787130760807,0.04207515905976833,0.030586826452757565
2016,0.026900736250314194,0.027836612547632145,-0.09063684924303228,-0.17025124777286493,0.01049750345906264,0.07178859053648812,0.005516047297297266,-0.033835276493124455,-0.007629886186291013,0.03099704023350247,0.02889194398775441,0.06830869145442575,0.0436443663006616,0.052982189322925866,0.030260007508176034,0.05017266256619579,0.05618284367006798,0.024658986374744174,0.020550280155362755
2017,0.04298061879643322,0.045308454711635804,0.06268527705577642,0.3325418210656661,0.04219873989184908,0.06013541971258185,0.03371520775183501,0.04807356535909668,0.027201428163180275,0.026277156706013383,0.0545013740710385,0.03990564326650259,0.046765507109721494,0.029120042540728308,0.054303427758656264,0.03526287986546439,0.043708159999999996,0.029750565765586545,0.02707173740418911
2018,0.05434581471256528,0.056826160294136674,-0.04648325399962194,0.2064603026548426,0.034076556420850945,0.06171310290029819,0.05341399400326652,0.07372195166927908,0.040893728683741415,0.03929836599589209,0.07465121291687904,0.07029022043441358,0.05077962573967798,0.054497685558964504,0.06255540542767224,0.04887926620536298,0.05544661066940404,0.05592009138485232,0.037094140825277844
